85,35.229,35.3165
86,35.0985,35.2852
87,34.988,35.254
88,34.8974,35.2228
89,34.8263,35.1915
90,34.7748,35.1603
91,34.7425,35.129
92,34.7293,35.0978
93,34.735,35.0665
94,34.7594,35.0353
95,34.8023,35.004
96,34.8634,34.9728
97,34.9425,34.9416
98,35.0395,34.9103
99,35.154,34.8791
100,35.2859,34.8478
101,35.4348,35.1564
102,35.6006,35.465
103,35.783,35.7736
104,35.9818,36.0822
105,36.1968,36.3908
106,36.4276,36.6994
107,36.674,37.008
108,36.9358,37.3165
109,37.2127,37.6251
110,37.5045,37.9337
111,37.811,38.2423
112,38.1318,38.5509
113,38.4667,38.8595
114,38.8155,39.1681
115,39.178,39.4767
